Oid,Sediment.Y [mm],HSI_depth,Rmean,RABD845,RABD655-685max
9,0.54,0.54,0.072732752,0.994195596,1.502284043
10,0.6,0.6,0.076733726,0.994118759,1.400451338
11,0.66,0.66,0.077662883,0.996456087,1.370249864
12,0.72,0.72,0.078122443,0.994149753,1.33842342
13,0.78,0.78,0.079127508,0.993317048,1.307053044
14,0.84,0.84,0.080440203,0.995929008,1.279451787
15,0.9,0.9,0.081678625,0.9928485,1.273640699
16,0.96,0.96,0.083654799,0.990823919,1.252883185
17,1.02,1.02,0.084552513,0.995341906,1.23955078
18,1.08,1.08,0.084025694,0.995424832,1.243655906
19,1.14,1.14,0.083429524,0.991374889,1.235591555
20,1.2,1.2,0.081347632,0.999112918,1.241451551
21,1.26,1.26,0.080177493,0.998258266,1.238226666
22,1.32,1.32,0.080291083,0.996879153,1.223588579
23,1.38,1.38,0.081997293,1.000914516,1.225992006
24,1.44,1.44,0.085102942,0.99904134,1.229056169
25,1.5,1.5,0.089201725,0.99600441,1.249299207
26,1.56,1.56,0.09416367,0.995864724,1.265041625
27,1.62,1.62,0.100596402,0.993981826,1.286870245
28,1.68,1.68,0.108998108,0.993162567,1.281665255
29,1.74,1.74,0.119087068,0.991504995,1.282025393
30,1.8,1.8,0.128898364,0.992997203,1.285349201
31,1.86,1.86,0.135721014,0.995058319,1.291437577
32,1.92,1.92,0.14332066,0.992044819,1.289400781
33,1.98,1.98,0.153790062,0.991671687,1.288188342
34,2.04,2.04,0.164454964,0.991170601,1.271459643
35,2.1,2.1,0.175031612,0.992958845,1.251227004
36,2.16,2.16,0.184463109,0.994438673,1.242172171
37,2.22,2.22,0.190808096,0.991851228,1.253740062
38,2.28,2.28,0.19840204,0.989701718,1.257093142
39,2.34,2.34,0.208150838,0.989429747,1.261094241
40,2.4,2.4,0.223045615,0.991063891,1.257933035
41,2.46,2.46,0.237546717,0.990200786,1.250253344
42,2.52,2.52,0.250125978,0.990915216,1.240937026
43,2.58,2.58,0.260526693,0.989763391,1.23440016
44,2.64,2.64,0.268916915,0.990706935,1.226630141
45,2.7,2.7,0.272789666,0.990577868,1.231015072
46,2.76,2.76,0.273292298,0.990561838,1.230001677
47,2.82,2.82,0.271259834,0.990102417,1.234386833
48,2.88,2.88,0.265209246,0.989717948,1.244601565
49,2.94,2.94,0.25765642,0.990245723,1.258886407
50,3,3,0.247233341,0.991690897,1.273968455
51,3.06,3.06,0.235141279,0.990439315,1.293561529
52,3.12,3.12,0.22261638,0.99110326,1.31523518
53,3.18,3.18,0.212933549,0.990863379,1.340553473
54,3.24,3.24,0.206452078,0.98981967,1.345906545
55,3.3,3.3,0.20268454,0.991215876,1.349887788
56,3.36,3.36,0.201587187,0.988487566,1.35587417
57,3.42,3.42,0.203338993,0.988051867,1.353529814
58,3.48,3.48,0.205482862,0.987307806,1.347338196
59,3.54,3.54,0.207382021,0.988305329,1.340571863
60,3.6,3.6,0.20651154,0.987882444,1.326130317
61,3.66,3.66,0.202652226,0.989491386,1.325617405
62,3.72,3.72,0.196807522,0.990356712,1.329686596
63,3.78,3.78,0.184735465,0.991356033,1.346035396
64,3.84,3.84,0.172441685,0.989463357,1.370305997
65,3.9,3.9,0.161219622,0.988800205,1.394973671
66,3.96,3.96,0.152322502,0.993588942,1.411979696
67,4.02,4.02,0.145021879,0.990671686,1.414028666
68,4.08,4.08,0.138927543,0.992899746,1.409534584
69,4.14,4.14,0.132564622,0.992007806,1.415038123
70,4.2,4.2,0.12724217,0.99429783,1.412796329
71,4.26,4.26,0.124151753,0.99498977,1.398458877
72,4.32,4.32,0.121159971,0.99056027,1.383087873
73,4.38,4.38,0.120438266,0.993771995,1.356958523
74,4.44,4.44,0.11880256,0.990666006,1.326853146
75,4.5,4.5,0.117973848,0.993929542,1.298242555
76,4.56,4.56,0.116228117,0.991629546,1.290100315
77,4.62,4.62,0.114908685,0.990577338,1.273504965
78,4.68,4.68,0.113040627,0.993098212,1.259396837
79,4.74,4.74,0.110836887,0.994487563,1.255271796
80,4.8,4.8,0.108512528,0.994853491,1.252448559
81,4.86,4.86,0.105482143,0.99552127,1.248457039
82,4.92,4.92,0.104312164,0.995933522,1.249424899
83,4.98,4.98,0.103840205,0.994789281,1.230973731
84,5.04,5.04,0.104729719,0.997515084,1.218061142
85,5.1,5.1,0.104003427,0.995631961,1.212500597
86,5.16,5.16,0.102045252,0.995179637,1.205225689
87,5.22,5.22,0.101362217,0.991703612,1.203628961
88,5.28,5.28,0.101765408,0.996635398,1.197302496
89,5.34,5.34,0.104130925,0.995810724,1.189554085
90,5.4,5.4,0.108231773,0.994301938,1.192136821
91,5.46,5.46,0.113202835,0.991053615,1.211369679
92,5.52,5.52,0.118949568,0.99278957,1.212797649
93,5.58,5.58,0.126299018,0.991315842,1.215144003
94,5.64,5.64,0.132779859,0.993717323,1.234065017
95,5.7,5.7,0.135624999,0.991504965,1.256239814
96,5.76,5.76,0.135498463,0.99144119,1.274457328
97,5.82,5.82,0.134034167,0.990071046,1.30407996
98,5.88,5.88,0.132112812,0.991312986,1.335584364
99,5.94,5.94,0.131645435,0.992449469,1.358217064
100,6,6,0.131918984,0.994756848,1.372214584
101,6.06,6.06,0.131855408,0.996935403,1.385180358
102,6.12,6.12,0.133221878,0.99520964,1.394498012
103,6.18,6.18,0.134995175,0.992182141,1.40355148
104,6.24,6.24,0.138768123,0.992213519,1.41536564
105,6.3,6.3,0.147407021,0.990758833,1.390887993
106,6.36,6.36,0.155321214,0.990975529,1.376511896
107,6.42,6.42,0.160925426,0.990041363,1.368820026
108,6.48,6.48,0.164907321,0.989965088,1.387046516
109,6.54,6.54,0.165394994,0.989333346,1.391237767
110,6.6,6.6,0.166349083,0.989406554,1.419059771
111,6.66,6.66,0.164565676,0.990201501,1.44000384
112,6.72,6.72,0.163959027,0.9912518,1.47488173
113,6.78,6.78,0.164727118,0.991825204,1.50933887
114,6.84,6.84,0.168690476,0.99003856,1.53625327
115,6.9,6.9,0.177177038,0.989721232,1.552960235
116,6.96,6.96,0.189929393,0.99009869,1.55857948
117,7.02,7.02,0.205302143,0.990823171,1.526844347
118,7.08,7.08,0.215713179,0.988922575,1.51372357
119,7.14,7.14,0.224037315,0.988217065,1.482168075
120,7.2,7.2,0.228345007,0.986845278,1.44985443
121,7.26,7.26,0.228406834,0.986866946,1.43020957
122,7.32,7.32,0.226697437,0.987487158,1.422022841
123,7.38,7.38,0.222274586,0.986549332,1.409308798
124,7.44,7.44,0.214246533,0.987174174,1.417699852
125,7.5,7.5,0.203505612,0.988659645,1.420774923
126,7.56,7.56,0.191519942,0.989307242,1.455822755
127,7.62,7.62,0.182728933,0.989028436,1.467364171
128,7.68,7.68,0.178536576,0.989730044,1.464277387
129,7.74,7.74,0.178594457,0.989089005,1.440970652
130,7.8,7.8,0.183397706,0.988907178,1.397549892
131,7.86,7.86,0.186426281,0.987223827,1.371408333
132,7.92,7.92,0.184059877,0.988606618,1.3789471
133,7.98,7.98,0.175106907,0.990174581,1.405387402
134,8.04,8.04,0.162427431,0.98889623,1.454155329
135,8.1,8.1,0.147773333,0.990061055,1.50776503
136,8.16,8.16,0.137303033,0.993824973,1.52663321
137,8.22,8.22,0.128872564,0.9903844,1.542046
138,8.28,8.28,0.119308804,0.993223246,1.534031251
139,8.34,8.34,0.111206085,0.992750778,1.509476777
140,8.4,8.4,0.105779228,0.992415237,1.493054029
141,8.46,8.46,0.101821164,0.994695167,1.46708818
142,8.52,8.52,0.097941904,0.995428422,1.439079933
143,8.58,8.58,0.095496598,0.995197121,1.437569317
144,8.64,8.64,0.092551889,0.994884794,1.402985422
145,8.7,8.7,0.09014611,0.994025488,1.383385977
146,8.76,8.76,0.0891824,0.997472507,1.333335382
147,8.82,8.82,0.089449553,0.996969966,1.283158958
148,8.88,8.88,0.08893551,0.995276323,1.252415703
149,8.94,8.94,0.088732423,0.99594247,1.237617587
150,9,9,0.086443582,0.993201066,1.214579428
151,9.06,9.06,0.084819494,0.993298064,1.223797441
152,9.12,9.12,0.083221886,0.990916645,1.204598171
153,9.18,9.18,0.081244904,0.994637188,1.198065214
154,9.24,9.24,0.07836103,0.996991901,1.209620735
155,9.3,9.3,0.075642761,0.998924629,1.216245041
156,9.36,9.36,0.072236875,0.996248151,1.209551801
157,9.42,9.42,0.071066055,0.99930332,1.230130402
158,9.48,9.48,0.07280909,0.995425833,1.233554034
159,9.54,9.54,0.078995702,0.99289083,1.23596894
160,9.6,9.6,0.08722814,0.990597392,1.215341961
161,9.66,9.66,0.092944434,0.990476936,1.201694401
162,9.72,9.72,0.096184181,0.98711167,1.201356881
163,9.78,9.78,0.096986141,0.991598853,1.217015876
164,9.84,9.84,0.095455573,0.992761849,1.230963833
165,9.9,9.9,0.093909912,0.991738798,1.234506789
166,9.96,9.96,0.092552964,0.99553165,1.23077138
167,10.02,10.02,0.091716339,0.996220012,1.230326649
168,10.08,10.08,0.092161224,0.993948935,1.242535391
169,10.14,10.14,0.092974725,0.994513538,1.248605423
170,10.2,10.2,0.094387374,0.993243419,1.251386867
171,10.26,10.26,0.098319679,0.993549522,1.258077972
172,10.32,10.32,0.101342477,0.995180281,1.265239926
173,10.38,10.38,0.104091607,0.991941757,1.257953686
174,10.44,10.44,0.106174501,0.993878028,1.261459824
175,10.5,10.5,0.105311881,0.996766785,1.253498589
176,10.56,10.56,0.104340141,0.998334336,1.264672598
177,10.62,10.62,0.10240813,0.997206599,1.270529463
178,10.68,10.68,0.102525309,0.99611729,1.278003261
179,10.74,10.74,0.105440733,0.997096917,1.281443733
180,10.8,10.8,0.110599143,0.994822378,1.270178237
181,10.86,10.86,0.117415998,0.99457712,1.267069326
182,10.92,10.92,0.124441241,0.994896919,1.256116113
183,10.98,10.98,0.133598344,0.991292087,1.255610778
184,11.04,11.04,0.145519158,0.990455424,1.251466593
185,11.1,11.1,0.154827467,0.987945309,1.243708712
186,11.16,11.16,0.158066502,0.98934003,1.253462059
187,11.22,11.22,0.155947326,0.992687821,1.252076296
188,11.28,11.28,0.150266064,0.992466369,1.270493185
189,11.34,11.34,0.146910894,0.995102346,1.26918953
190,11.4,11.4,0.147922106,0.995411317,1.244918637
191,11.46,11.46,0.153092552,0.994699485,1.229534104
192,11.52,11.52,0.159954887,0.995117,1.211393002
193,11.58,11.58,0.1638149,0.993801976,1.204446445
194,11.64,11.64,0.16308693,0.993793309,1.20028467
195,11.7,11.7,0.161242584,0.995322077,1.200028353
196,11.76,11.76,0.158224114,0.996050174,1.188807295
197,11.82,11.82,0.153962476,0.997339424,1.185171902
198,11.88,11.88,0.149208256,0.999941973,1.193000345
199,11.94,11.94,0.142550786,0.99782361,1.190693392
200,12,12,0.138339905,0.998197915,1.20084941
201,12.06,12.06,0.137201565,0.997897911,1.206922296
202,12.12,12.12,0.138341653,0.993171292,1.22603732
203,12.18,12.18,0.141781038,0.995126947,1.241005431
204,12.24,12.24,0.144486677,0.993823784,1.255579601
205,12.3,12.3,0.149464833,0.995603244,1.263446752
206,12.36,12.36,0.156229495,0.994198045,1.275001684
207,12.42,12.42,0.16555299,0.992176882,1.281621912
208,12.48,12.48,0.173542777,0.991799612,1.290553286
209,12.54,12.54,0.178718657,0.992529029,1.303645527
210,12.6,12.6,0.181057051,0.991088183,1.328431883
211,12.66,12.66,0.182428742,0.989563034,1.349532808
212,12.72,12.72,0.184993559,0.990969081,1.358461632
213,12.78,12.78,0.184976267,0.987971092,1.367353969
214,12.84,12.84,0.182062129,0.989809459,1.38141604
215,12.9,12.9,0.17677761,0.990149622,1.390395939
216,12.96,12.96,0.167991036,0.990300324,1.405508571
217,13.02,13.02,0.159597476,0.990086768,1.422774988
218,13.08,13.08,0.151203186,0.99231869,1.434750904
219,13.14,13.14,0.142883781,0.99227001,1.454217522
220,13.2,13.2,0.137822238,0.991740846,1.450650229
221,13.26,13.26,0.133790971,0.99135959,1.445750955
222,13.32,13.32,0.128240281,0.990350744,1.434295759
223,13.38,13.38,0.123267461,0.991214517,1.420245714
224,13.44,13.44,0.1194848,0.992843635,1.410961011
225,13.5,13.5,0.115896501,0.991343204,1.395900828
226,13.56,13.56,0.114210691,0.992847131,1.377120663
227,13.62,13.62,0.114346237,0.992593476,1.35148129
228,13.68,13.68,0.114774099,0.992787735,1.331954577
229,13.74,13.74,0.11409697,0.991929417,1.311741867
230,13.8,13.8,0.110939595,0.992377856,1.304406769
231,13.86,13.86,0.10747641,0.991490169,1.29559924
232,13.92,13.92,0.105810013,0.994353506,1.289005031
233,13.98,13.98,0.10427716,0.992762943,1.272606145
234,14.04,14.04,0.104525271,0.994879311,1.271846649
235,14.1,14.1,0.104725602,0.991970183,1.268736815
236,14.16,14.16,0.103538589,0.993315748,1.270151906
237,14.22,14.22,0.104435936,0.991980735,1.253785319
238,14.28,14.28,0.101366665,0.991636432,1.242404145
239,14.34,14.34,0.097123836,0.990605175,1.229369356
240,14.4,14.4,0.09116688,0.992645542,1.220729099
241,14.46,14.46,0.086047793,0.992339437,1.211941796
242,14.52,14.52,0.084757835,0.996977448,1.202946509
243,14.58,14.58,0.083476487,0.996244374,1.186414224
244,14.64,14.64,0.081272869,0.996072208,1.195776487
245,14.7,14.7,0.081133656,0.993413543,1.211358288
246,14.76,14.76,0.08167347,0.990256532,1.19769414
247,14.82,14.82,0.082075809,0.994025027,1.192272393
248,14.88,14.88,0.081166341,0.997061596,1.194096681
249,14.94,14.94,0.078835682,0.993492013,1.226429743
250,15,15,0.078019084,0.993576548,1.241144307
251,15.06,15.06,0.080758823,0.997464624,1.236075012
252,15.12,15.12,0.083575575,0.991747691,1.24417514
253,15.18,15.18,0.085242706,0.995216904,1.244677011
254,15.24,15.24,0.084245925,0.998038863,1.238846558
255,15.3,15.3,0.079500634,0.998834757,1.248597331
256,15.36,15.36,0.077048293,0.998262842,1.237629796
257,15.42,15.42,0.077146844,0.997966737,1.214882858
258,15.48,15.48,0.075983213,0.999591391,1.219797047
259,15.54,15.54,0.075662907,0.998878128,1.222868211
260,15.6,15.6,0.076774774,1.001877445,1.21831192
261,15.66,15.66,0.080538312,0.998858997,1.232872823
262,15.72,15.72,0.086483554,0.998453789,1.223213476
263,15.78,15.78,0.094199401,0.995709056,1.234620126
264,15.84,15.84,0.101928278,0.994828519,1.227997973
265,15.9,15.9,0.111030659,0.99384347,1.215210266
266,15.96,15.96,0.116580979,0.991021056,1.214655154
267,16.02,16.02,0.11981217,0.991892646,1.209296696
268,16.08,16.08,0.120419049,0.990355949,1.19946605
269,16.14,16.14,0.118276045,0.994416749,1.210944586
270,16.2,16.2,0.114724376,0.998028855,1.213350264
271,16.26,16.26,0.109101023,0.998589579,1.214069963
272,16.32,16.32,0.105385503,0.999372077,1.226514943
273,16.38,16.38,0.103182462,0.996783414,1.240048791
274,16.44,16.44,0.103929723,0.9976543,1.244124581
275,16.5,16.5,0.110447017,0.99935694,1.259096072
276,16.56,16.56,0.118807559,0.99744941,1.270456363
277,16.62,16.62,0.128859911,0.996200882,1.276381847
278,16.68,16.68,0.141854321,0.995597878,1.288658005
279,16.74,16.74,0.157194772,0.995448893,1.280383496
280,16.8,16.8,0.177351964,0.992494022,1.256598858
281,16.86,16.86,0.198679115,0.992106767,1.241292119
282,16.92,16.92,0.221641608,0.990219481,1.223257703
283,16.98,16.98,0.241266011,0.991113952,1.211466411
284,17.04,17.04,0.256618615,0.990325128,1.199027405
285,17.1,17.1,0.26791125,0.990389301,1.191770932
286,17.16,17.16,0.274595451,0.989629181,1.184391537
287,17.22,17.22,0.275119246,0.991489379,1.183455572
288,17.28,17.28,0.27091981,0.991748217,1.181407438
289,17.34,17.34,0.258464939,0.99241287,1.18960896
290,17.4,17.4,0.242046535,0.995363982,1.195752424
291,17.46,17.46,0.228337225,0.996374432,1.208845629
292,17.52,17.52,0.215092654,0.996709745,1.233228484
293,17.58,17.58,0.205193482,0.996193027,1.246515937
294,17.64,17.64,0.197591492,0.996383157,1.256249249
295,17.7,17.7,0.19114732,0.993523875,1.266513761
296,17.76,17.76,0.191190011,0.991927773,1.275660269
297,17.82,17.82,0.194249665,0.993734325,1.276120947
298,17.88,17.88,0.199164697,0.989035003,1.276356473
299,17.94,17.94,0.204708429,0.991858575,1.270452689
300,18,18,0.207948225,0.989490793,1.265657884
301,18.06,18.06,0.208285775,0.989546713,1.272716445
302,18.12,18.12,0.205484877,0.991870654,1.285067432
303,18.18,18.18,0.201009092,0.991751185,1.293023867
304,18.24,18.24,0.195898972,0.992486109,1.305571503
305,18.3,18.3,0.19121672,0.990200304,1.329087429
306,18.36,18.36,0.18944159,0.990916794,1.331022066
307,18.42,18.42,0.183870115,0.990109978,1.33927123
308,18.48,18.48,0.176362004,0.992866884,1.342873833
309,18.54,18.54,0.166910521,0.994174086,1.350400977
310,18.6,18.6,0.156488797,0.993073579,1.357600612
311,18.66,18.66,0.147892888,0.993365624,1.351671422
312,18.72,18.72,0.142296435,0.996686134,1.319495503
313,18.78,18.78,0.137931455,0.994743805,1.285795226
314,18.84,18.84,0.131290401,0.994174016,1.269137474
315,18.9,18.9,0.123115182,0.997214153,1.256563972
316,18.96,18.96,0.110548921,0.996785907,1.269339102
317,19.02,19.02,0.101532502,1.000636895,1.260130363
318,19.08,19.08,0.096755432,0.997798106,1.271200639
319,19.14,19.14,0.090863051,0.99922914,1.271136803
320,19.2,19.2,0.08644584,1.001049094,1.256716872
321,19.26,19.26,0.083513812,0.997305185,1.261507806
322,19.32,19.32,0.08256681,0.997877296,1.237584549
323,19.38,19.38,0.080534798,0.993720621,1.265298458
324,19.44,19.44,0.080994604,0.993908046,1.239297909
325,19.5,19.5,0.08068629,0.993858956,1.251077543
326,19.56,19.56,0.079304139,0.993516627,1.269214914
327,19.62,19.62,0.076756454,0.992148864,1.292511351
328,19.68,19.68,0.074521677,0.989689087,1.318261865
329,19.74,19.74,0.072913459,0.994576465,1.358319829
330,19.8,19.8,0.072083809,0.993152918,1.356746386
331,19.86,19.86,0.075771013,0.999996417,1.339833757
332,19.92,19.92,0.080322433,0.992324701,1.311490497
333,19.98,19.98,0.084557009,0.997328569,1.288418328
334,20.04,20.04,0.090678389,0.994858789,1.260920107
335,20.1,20.1,0.093891947,0.99415618,1.256480554
336,20.16,20.16,0.09537302,0.992744526,1.238946701
337,20.22,20.22,0.096368295,0.99278335,1.239055679
338,20.28,20.28,0.098327447,0.992317254,1.243743493
339,20.34,20.34,0.100544255,0.992740819,1.247126502
340,20.4,20.4,0.102227149,0.991911708,1.264190225
341,20.46,20.46,0.10512854,0.992401693,1.265630382
342,20.52,20.52,0.107039262,0.992636625,1.269781323
343,20.58,20.58,0.110081373,0.99144501,1.265505952
344,20.64,20.64,0.111446429,0.99011485,1.269391228
345,20.7,20.7,0.112959111,0.991066496,1.271197628
346,20.76,20.76,0.114077785,0.992527548,1.264234862
347,20.82,20.82,0.113809558,0.991396967,1.265705301
348,20.88,20.88,0.11177436,0.994452373,1.266595367
349,20.94,20.94,0.108190614,0.993706928,1.268608381
350,21,21,0.103275779,0.995653619,1.261888497
351,21.06,21.06,0.098617317,0.995503299,1.255833205
352,21.12,21.12,0.093713644,0.995511889,1.248729646
353,21.18,21.18,0.090756346,0.997788738,1.239899173
354,21.24,21.24,0.087238133,0.997638099,1.232248706
355,21.3,21.3,0.084746318,0.998079018,1.222123945
356,21.36,21.36,0.082616589,1.001732279,1.208999364
357,21.42,21.42,0.081205079,0.998290223,1.219182007
358,21.48,21.48,0.081906453,1.000871194,1.209364165
359,21.54,21.54,0.084069836,0.999258138,1.198250995
360,21.6,21.6,0.085713964,0.996512518,1.199902556
361,21.66,21.66,0.08775794,0.999398032,1.192345335
362,21.72,21.72,0.091256067,1.000763083,1.194443724
363,21.78,21.78,0.093990799,1.000298327,1.196980922
364,21.84,21.84,0.097523534,0.999992611,1.172197717
365,21.9,21.9,0.105111147,0.999885119,1.168114336
366,21.96,21.96,0.113956449,0.996260632,1.168341531
367,22.02,22.02,0.12253499,0.995308876,1.173000444
368,22.08,22.08,0.129924852,0.998473367,1.172240383
369,22.14,22.14,0.137791372,0.995599277,1.188736733
370,22.2,22.2,0.145331889,0.993682214,1.193571063
371,22.26,22.26,0.157344485,0.993664012,1.192383594
372,22.32,22.32,0.171072878,0.99233878,1.195998932
373,22.38,22.38,0.187240583,0.99344422,1.186027404
374,22.44,22.44,0.201357942,0.991791999,1.191452675
375,22.5,22.5,0.213526418,0.992120045,1.195004425
376,22.56,22.56,0.222748703,0.993942289,1.184482459
377,22.62,22.62,0.224281276,0.992777204,1.179441256
378,22.68,22.68,0.221847315,0.992038951,1.170363374
379,22.74,22.74,0.215987186,0.994753888,1.160793017
380,22.8,22.8,0.205137387,0.995050227,1.158968943
381,22.86,22.86,0.196377341,0.996960735,1.153241806
382,22.92,22.92,0.191401445,0.996744468,1.153309012
383,22.98,22.98,0.186899347,0.998104299,1.155388702
384,23.04,23.04,0.18207762,0.995372373,1.163465184
385,23.1,23.1,0.176209296,0.994568946,1.168119157
386,23.16,23.16,0.168566141,0.99380125,1.176135596
387,23.22,23.22,0.161118145,0.993356382,1.181761054
388,23.28,23.28,0.153138423,0.994568062,1.189620516
389,23.34,23.34,0.145615996,0.994217305,1.187007872
390,23.4,23.4,0.137273036,0.995463713,1.18193084
391,23.46,23.46,0.128435742,0.999005737,1.177317444
392,23.52,23.52,0.120913923,0.997306647,1.171851786
393,23.58,23.58,0.116273151,0.995874075,1.172563286
394,23.64,23.64,0.111839135,0.998196071,1.173133314
395,23.7,23.7,0.10681427,0.9962738,1.173018361
396,23.76,23.76,0.102304122,0.995949012,1.17973755
397,23.82,23.82,0.099970064,1.00121872,1.172963609
398,23.88,23.88,0.094953956,0.996322188,1.172748429
399,23.94,23.94,0.09248212,0.998691026,1.187339159
400,24,24,0.091191063,0.99508024,1.196676454
401,24.06,24.06,0.093017081,1.000037651,1.217495873
402,24.12,24.12,0.098854957,0.997791764,1.217811683
403,24.18,24.18,0.106313242,0.993490913,1.220169888
404,24.24,24.24,0.114975784,0.992742498,1.219052332
405,24.3,24.3,0.123784305,0.993671985,1.219204762
406,24.36,24.36,0.12912484,0.993267321,1.240564059
407,24.42,24.42,0.130599301,0.993591971,1.251897528
408,24.48,24.48,0.131147402,0.992842776,1.277412183
409,24.54,24.54,0.131399013,0.990739172,1.296284837
410,24.6,24.6,0.132906025,0.991776833,1.311146407
411,24.66,24.66,0.13205016,0.987969902,1.326562938
412,24.72,24.72,0.132872464,0.993047288,1.338694986
413,24.78,24.78,0.133488352,0.988793626,1.351463577
414,24.84,24.84,0.138600839,0.988028493,1.335804687
415,24.9,24.9,0.141754034,0.989525011,1.313349058
416,24.96,24.96,0.139362464,0.988409056,1.29727209
417,25.02,25.02,0.131926031,0.993434273,1.295723698
418,25.08,25.08,0.123519235,0.997044327,1.285039197
419,25.14,25.14,0.120971903,0.994735599,1.291260018
420,25.2,25.2,0.123598991,0.991788007,1.268332418
421,25.26,25.26,0.122917444,0.991678245,1.241832989
422,25.32,25.32,0.112380026,0.993254136,1.247998536
423,25.38,25.38,0.103058024,0.996871249,1.262758486
424,25.44,25.44,0.094183662,0.99529505,1.29339581
425,25.5,25.5,0.086920833,0.995348057,1.320729813
426,25.56,25.56,0.083047721,0.994580681,1.323345412
427,25.62,25.62,0.08208969,0.995133346,1.332342516
428,25.68,25.68,0.080492751,0.994475361,1.330998621
429,25.74,25.74,0.081825734,0.996211038,1.329968197
430,25.8,25.8,0.083473459,0.99232644,1.322815583
431,25.86,25.86,0.088906075,0.995112775,1.293245288
432,25.92,25.92,0.097916932,0.993210342,1.265001704
433,25.98,25.98,0.107096534,0.989524727,1.233532162
434,26.04,26.04,0.110801653,0.993131562,1.227964566
435,26.1,26.1,0.110252754,0.990079733,1.214653534
436,26.16,26.16,0.105599155,0.992001826,1.233107591
437,26.22,26.22,0.100704977,0.994637305,1.254195238
438,26.28,26.28,0.097922203,0.998523786,1.279242246
439,26.34,26.34,0.09745664,0.995092278,1.295784596
440,26.4,26.4,0.103238837,0.992505628,1.297923954
441,26.46,26.46,0.107511272,0.991395533,1.309291135
442,26.52,26.52,0.11004967,0.992835949,1.301815931
443,26.58,26.58,0.108889717,0.995945466,1.296773679
444,26.64,26.64,0.105903102,0.994481353,1.316405044
445,26.7,26.7,0.108288784,0.995922362,1.298329153
446,26.76,26.76,0.113753104,0.991764521,1.276817276
447,26.82,26.82,0.116038166,0.993240686,1.264746813
448,26.88,26.88,0.115282841,0.995250879,1.262127512
449,26.94,26.94,0.112715396,0.993794864,1.270983437
450,27,27,0.110276558,0.994155868,1.282053706
451,27.06,27.06,0.110499928,0.995285895,1.260815007
452,27.12,27.12,0.107213947,0.994145146,1.242478718
453,27.18,27.18,0.10274798,0.99671148,1.230020733
454,27.24,27.24,0.09785512,1.000375935,1.220361047
455,27.3,27.3,0.093636464,1.001019464,1.2217801
456,27.36,27.36,0.094122867,1.000526958,1.221161404
457,27.42,27.42,0.099088826,1.001081901,1.219822698
458,27.48,27.48,0.109699149,0.998088341,1.20701887
459,27.54,27.54,0.121821742,0.997479139,1.21973876
460,27.6,27.6,0.138070749,0.99473448,1.215960254
461,27.66,27.66,0.15497222,0.993887551,1.229076922
462,27.72,27.72,0.169150719,0.990770647,1.250845551
463,27.78,27.78,0.180734295,0.992167382,1.269123049
464,27.84,27.84,0.192782989,0.99129478,1.275513274
465,27.9,27.9,0.206473887,0.992679407,1.277320276
466,27.96,27.96,0.227164266,0.991949448,1.260633767
467,28.02,28.02,0.249043132,0.990795192,1.243471374
468,28.08,28.08,0.266551832,0.989484968,1.233292092
469,28.14,28.14,0.281441401,0.992028079,1.221724275
470,28.2,28.2,0.293666694,0.99296329,1.206539073
471,28.26,28.26,0.297376332,0.994250124,1.206790076
472,28.32,28.32,0.296519777,0.993230715,1.202268842
473,28.38,28.38,0.292230375,0.994059936,1.199637949
474,28.44,28.44,0.283557603,0.994066873,1.212229196
475,28.5,28.5,0.269312469,0.993365295,1.226061533
476,28.56,28.56,0.250769833,0.994992195,1.251846913
477,28.62,28.62,0.226912591,0.994760931,1.275535731
478,28.68,28.68,0.201624732,0.997590317,1.30415325
479,28.74,28.74,0.176306737,0.99935878,1.335001002
480,28.8,28.8,0.158737496,0.998476742,1.334790054
481,28.86,28.86,0.144515973,0.998013481,1.328587658
482,28.92,28.92,0.136160475,0.998632196,1.307744938
483,28.98,28.98,0.129646468,0.995283946,1.305606228
484,29.04,29.04,0.126614303,0.996076023,1.30279744
485,29.1,29.1,0.124667875,0.99556631,1.287150306
486,29.16,29.16,0.126599382,0.996356922,1.279516185
487,29.22,29.22,0.127455422,0.994052191,1.272890158
488,29.28,29.28,0.129590155,0.992855956,1.278274266
489,29.34,29.34,0.131866774,0.995399724,1.277674668
490,29.4,29.4,0.134965565,0.99352411,1.277652053
491,29.46,29.46,0.140935166,0.993869901,1.260348187
492,29.52,29.52,0.147313982,0.99464568,1.241074499
493,29.58,29.58,0.154072028,0.994577154,1.224439028
494,29.64,29.64,0.161228099,0.995053389,1.208773126
495,29.7,29.7,0.165654529,0.993334181,1.204775281
496,29.76,29.76,0.171140376,0.992520241,1.2019922
497,29.82,29.82,0.170316323,0.992710615,1.209232853
498,29.88,29.88,0.16628627,0.992768721,1.219477825
499,29.94,29.94,0.161551399,0.995538373,1.222276663
500,30,30,0.153546966,0.995920972,1.236437734
501,30.06,30.06,0.151363814,0.996143664,1.240354342
502,30.12,30.12,0.155193553,0.99146104,1.220334432
503,30.18,30.18,0.15573365,0.993578373,1.216500934
504,30.24,30.24,0.156824606,0.990563698,1.212896736
505,30.3,30.3,0.156175758,0.994950547,1.209035933
506,30.36,30.36,0.151149335,0.993452458,1.22497561
507,30.42,30.42,0.152649424,0.992679997,1.226940141
508,30.48,30.48,0.153662286,0.990680795,1.232563485
